esfera;co_uf;cod_ibge;no_ente;ano;indicador;cod_conta;conta;valor;populacao
Município;RS;4316907;Prefeitura Municipal de Santa Maria - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;104954951,74;285159
Município;RS;4316907;Prefeitura Municipal de Santa Maria - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;127843377,58;285159
Município;RS;4316907;Prefeitura Municipal de Santa Maria - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;74523256,01;282123
Município;RS;4316907;Prefeitura Municipal de Santa Maria - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;104756297,04;282123
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2019;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;610165,47;2545
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2019;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;8765472,17;2545
Município;RS;4316956;Prefeitura Municipal de Santa Maria do Herval - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;1402438,64;6382
Município;RS;4316956;Prefeitura Municipal de Santa Maria do Herval - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;7591631,14;6382
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;757405,62;2593
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;11217928,03;2593
Município;RS;4316956;Prefeitura Municipal de Santa Maria do Herval - RS;2025;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;1434947,6;6541
Município;RS;4316956;Prefeitura Municipal de Santa Maria do Herval - RS;2025;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;9205577,16;6541
Município;RS;4316956;Prefeitura Municipal de Santa Maria do Herval - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;1207308,29;6541
Município;RS;4316956;Prefeitura Municipal de Santa Maria do Herval - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;8763688,43;6541
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2021;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;1309078,84;8067
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2021;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 - Cota-Parte do ICMS;11643668,29;8067
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;345932,49;2593
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;11125717,11;2593
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;319936,57;2593
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;9321790,97;2593
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;859439,29;2562
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;6977477,81;2562
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;2384114,6;7120
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;12684804,13;7120
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2021;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;536492,23;2578
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2021;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 - Cota-Parte do ICMS;9681662,67;2578
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2025;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;1523836,72;7120
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2025;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;13007326,51;7120
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2025;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;2754815,9;2593
Município;RS;4316972;Prefeitura Municipal de Santa Margarida do Sul - RS;2025;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;10631764,28;2593
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;1201366,99;8098
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;8879787,43;8098
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;1311536,27;8037
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;10609337,17;8037
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;16793952,8;83764
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;78775446,66;83764
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2019;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;1357499,73;8130
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2019;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;8689069,96;8130
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;11393341,35;75647
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;59980661,58;75647
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;12542167,6;75647
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;64177405,65;75647
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;2275297,18;8037
Município;RS;4317004;Prefeitura Municipal de Santana da Boa Vista - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;10490414,79;8037
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2021;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;11183749,87;76321
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2021;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 - Cota-Parte do ICMS;64025568,09;76321
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2019;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;6736008,26;77763
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2019;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;50329714,5;77763
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;33724915,55;77519
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;74248311,89;77519
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;8539405,28;77027
Município;RS;4317103;Prefeitura Municipal de Sant'Ana do Livramento - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;50075261,49;77027
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;18274348,73;73254
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;48487893,31;73254
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2019;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;189004,15;1734
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2019;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;2474829,23;1734
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;275692,13;1722
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;3351116,43;1722
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2019;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;17858811,17;72919
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2019;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;44292643,5;72919
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;610259,38;1668
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;3734642,33;1668
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2021;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;162073,38;1726
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2021;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 - Cota-Parte do ICMS;4324380,17;1726
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;31112399,1;73882
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;67398272,75;73882
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2025;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;1074597,25;1668
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2025;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;3949581,56;1668
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2021;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;22217518,8;73575
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2021;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 - Cota-Parte do ICMS;65303880,11;73575
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;343309,18;1722
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;3450879,18;1722
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;27911573,36;73882
Município;RS;4317202;Prefeitura Municipal de Santa Rosa - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;64722721,78;73882
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;128758,82;1729
Município;RS;4317251;Prefeitura Municipal de Santa Tereza - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;2750260,26;1729
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;10105096,3;30953
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;65942424,95;30953
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2019;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;3947221,74;29877
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2019;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;40440042,4;29877
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;5559365,65;29676
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;53994876,86;29676
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2019;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;6911820,75;49493
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2019;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;27045814,38;49493
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;10793935,98;49298
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;35448000,18;49298
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2021;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;7332938,64;29483
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2021;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 - Cota-Parte do ICMS;75583575,68;29483
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2025;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;9678788,6;30953
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2025;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;70811229,07;30953
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;8503491,64;29298
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;62472406,78;29298
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2019;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;13760109,44;77620
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2019;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;39349320,33;77620
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;7783982,07;29298
Município;RS;4317301;Prefeitura Municipal de Santa Vitória do Palmar - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;64174484,92;29298
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;13948903,63;77593
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;37744191,12;77593
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2020;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;6935274,55;49425
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2020;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 Cota-Parte do ICMS;28348836,03;49425
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;26173332,22;76768
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;59220358,48;76768
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2021;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;7888602,52;49360
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2021;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 - Cota-Parte do ICMS;37425826,19;49360
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;11475210,61;49298
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;37923523,07;49298
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2024;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;12491892,08;48959
Município;RS;4317400;Prefeitura Municipal de Santiago - RS;2024;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;43242057,49;48959
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2022;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;19363808,96;77544
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2022;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;56281651,6;77544
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;27037559,57;77544
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;58064904,53;77544
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2021;ISS;RO1.1.1.8.02.3.0;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;16606535,98;77568
Município;RS;4317509;Prefeitura Municipal de Santo Ângelo - RS;2021;Cota-Parte ICMS;RO1.7.2.8.01.1.0;1.7.2.8.01.1.0 - Cota-Parte do ICMS;54797731,57;77568
Município;RS;4317558;Prefeitura Municipal de Santo Antônio do Palma - RS;2023;ISS;RO1.1.1.4.51.1.0;1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;223897,25;2118
Município;RS;4317558;Prefeitura Municipal de Santo Antônio do Palma - RS;2023;Cota-Parte ICMS;RO1.7.2.1.50.0.0;1.7.2.1.50.0.0 - Cota-Parte do ICMS;6883490,71;2118
