esfera;co_uf;cod_ibge;no_ente;ano;indicador;cod_conta;conta;valor;populacao
Município;AC;120043;Santa Rosa do Purus;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5879602,57;
Município;AC;120045;Senador Guiomard;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;1043897,98;
Município;AC;120030;Feijó;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;5942062,12;
Município;AC;120045;Senador Guiomard;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;15389095,36;
Município;AC;120030;Feijó;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;12421147,18;
Município;AC;120032;Jordão;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;432295,43;
Município;AC;120050;Sena Madureira;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;3885304,75;
Município;AC;120032;Jordão;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5972696,72;
Município;AC;120050;Sena Madureira;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;18018158,38;
Município;AC;120060;Tarauacá;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;2624761,9;
Município;AC;120033;Mâncio Lima;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;1051907,78;
Município;AC;120033;Mâncio Lima;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;8353048,77;
Município;AC;120060;Tarauacá;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;14563596,31;
Município;AC;120034;Manoel Urbano;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;1576613,6;
Município;AC;120070;Xapuri;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;1269910,32;
Município;AC;120070;Xapuri;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;12707543,34;
Município;AC;120034;Manoel Urbano;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;6321607,18;
Município;AC;120080;Porto Acre;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;523140,37;
Município;AC;120080;Porto Acre;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;6224470,4;
Município;AC;120001;Acrelândia;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;1032582,58;
Município;AC;120035;Marechal Thaumaturgo;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;712719,91;
Município;AC;120001;Acrelândia;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;6151042,09;
Município;AC;120035;Marechal Thaumaturgo;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;7098089,4;
Município;AC;120038;Plácido de Castro;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;981832,74;
Município;AC;120005;Assis Brasil;2022;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;597200,03;
Município;AC;120005;Assis Brasil;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;6130960,34;
Município;AC;120038;Plácido de Castro;2022;Cota-Parte ICMS;17280110;Cota-Parte do Icms;13654617,53;
Município;AC;120001;Acrelândia;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;266743,47;
Município;AC;120038;Plácido de Castro;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;1240844,85;
Município;AC;120001;Acrelândia;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5637102,42;
Município;AC;120005;Assis Brasil;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;364398,08;
Município;AC;120038;Plácido de Castro;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;13701602,73;
Município;AC;120039;Porto Walter;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;333859,66;
Município;AC;120005;Assis Brasil;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;6043101,87;
Município;AC;120010;Brasiléia;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;2511508,86;
Município;AC;120039;Porto Walter;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;6078301,4;
Município;AC;120010;Brasiléia;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;18636690,59;
Município;AC;120013;Bujari;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;612925,27;
Município;AC;120040;Rio Branco;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;92798963,99;
Município;AC;120013;Bujari;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5758994,86;
Município;AC;120040;Rio Branco;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;193688978,91;
Município;AC;120017;Capixaba;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;634427,4;
Município;AC;120017;Capixaba;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5529404,9;
Município;AC;120042;Rodrigues Alves;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;425000,45;
Município;AC;120020;Cruzeiro do Sul;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;8233131,83;
Município;AC;120042;Rodrigues Alves;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5993147,79;
Município;AC;120043;Santa Rosa do Purus;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;239644,27;
Município;AC;120020;Cruzeiro do Sul;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;41062830,22;
Município;AC;120043;Santa Rosa do Purus;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5805824,25;
Município;AC;120045;Senador Guiomard;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;1067002,57;
Município;AC;120025;Epitaciolândia;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;463055,26;
Município;AC;120025;Epitaciolândia;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;10625010,17;
Município;AC;120045;Senador Guiomard;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;14765507,3;
Município;AC;120030;Feijó;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;2618441,78;
Município;AC;120050;Sena Madureira;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;2258214,14;
Município;AC;120050;Sena Madureira;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;17841436,37;
Município;AC;120030;Feijó;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;12233626,92;
Município;AC;120032;Jordão;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;496647,14;
Município;AC;120060;Tarauacá;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;2202776,4;
Município;AC;120032;Jordão;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5779967,18;
Município;AC;120060;Tarauacá;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;14391955,76;
Município;AC;120070;Xapuri;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;1051157,49;
Município;AC;120033;Mâncio Lima;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;863727,69;
Município;AC;120070;Xapuri;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;12573860,3;
Município;AC;120033;Mâncio Lima;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;8119190,8;
Município;AC;120034;Manoel Urbano;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;897431,94;
Município;AC;120080;Porto Acre;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;475070,23;
Município;AC;120080;Porto Acre;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;5718689,58;
Município;AC;120034;Manoel Urbano;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;6119676,18;
Município;AC;120035;Marechal Thaumaturgo;2021;ISS;11180230;Imposto Sobre Serviços de Qualquer Natureza;912298,89;
Município;AC;120035;Marechal Thaumaturgo;2021;Cota-Parte ICMS;17280110;Cota-Parte do Icms;6732128,86;
Município;AC;120032;Jordão;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4744523,31;
Município;AC;120033;Mâncio Lima;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);6710111,54;
Município;AC;120034;Manoel Urbano;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4947860,03;
Município;AC;120035;Marechal Thaumaturgo;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5422312,36;
Município;AC;120038;Plácido de Castro;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);11590192,65;
Município;AC;120039;Porto Walter;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4947860,03;
Município;AC;120001;Acrelândia;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4405628,81;
Município;AC;120040;Rio Branco;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);154603680,99;
Município;AC;120005;Assis Brasil;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5026786,34;
Município;AC;120042;Rodrigues Alves;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4812302,24;
Município;AC;120010;Brasiléia;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);15419700,76;
Município;AC;120043;Santa Rosa do Purus;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5779173,38;
Município;AC;120013;Bujari;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4608965,51;
Município;AC;120045;Senador Guiomard;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);12200202,82;
Município;AC;120017;Capixaba;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4439518,24;
Município;AC;120050;Sena Madureira;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);14843580,11;
Município;AC;120020;Cruzeiro do Sul;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);33008326,46;
Município;AC;120025;Epitaciolândia;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5015638,89;
Município;AC;120060;Tarauacá;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);12064645,0;
Município;AC;120070;Xapuri;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);10607398,56;
Município;AC;120030;Feijó;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);10142337,22;
Município;AC;120080;Porto Acre;2020;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4507297,16;
Município;AC;120001;Acrelândia;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);764057,4500000001;
Município;AC;120005;Assis Brasil;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);593041,66;
Município;AC;120010;Brasiléia;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);2456540,73;
Município;AC;120013;Bujari;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);418227,17;
Município;AC;120017;Capixaba;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);322758,25;
Município;AC;120020;Cruzeiro do Sul;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);6630201,92;
Município;AC;120025;Epitaciolândia;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);775266,82;
Município;AC;120030;Feijó;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);2214379,41;
Município;AC;120032;Jordão;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);253991,48;
Município;AC;120033;Mâncio Lima;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);1100530,75;
Município;AC;120034;Manoel Urbano;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);1021611,79;
Município;AC;120035;Marechal Thaumaturgo;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);465601,1;
Município;AC;120038;Plácido de Castro;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);896482,08;
Município;AC;120039;Porto Walter;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);362389,14;
Município;AC;120040;Rio Branco;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);78715133,73;
Município;AC;120042;Rodrigues Alves;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);392403,79;
Município;AC;120043;Santa Rosa do Purus;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);242559,28;
Município;AC;120045;Senador Guiomard;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);860200,69;
Município;AC;120050;Sena Madureira;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);2545380,07;
Município;AC;120060;Tarauacá;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);1312712,36;
Município;AC;120070;Xapuri;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);1230941,43;
Município;AC;120080;Porto Acre;2020;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);457765,92;
Município;AC;120005;Assis Brasil;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5326772,06;
Município;AC;120042;Rodrigues Alves;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5110821,83;
Município;AC;120010;Brasiléia;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);16376224,92;
Município;AC;120043;Santa Rosa do Purus;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5146829,04;
Município;AC;120013;Bujari;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4894871,61;
Município;AC;120045;Senador Guiomard;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);12957013,14;
Município;AC;120017;Capixaba;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4714913,13;
Município;AC;120050;Sena Madureira;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);15764366,01;
Município;AC;120020;Cruzeiro do Sul;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);35055918,93;
Município;AC;120060;Tarauacá;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);12813046,32;
Município;AC;120025;Epitaciolândia;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5326772,06;
Município;AC;120070;Xapuri;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);11265403,11;
Município;AC;120030;Feijó;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);10761519,26;
Município;AC;120080;Porto Acre;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4786896,54;
Município;AC;120032;Jordão;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5038838,43;
Município;AC;120033;Mâncio Lima;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);7126357,2;
Município;AC;120034;Manoel Urbano;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5254788,71;
Município;AC;120035;Marechal Thaumaturgo;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5758672,52;
Município;AC;120038;Plácido de Castro;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);12309162,51;
Município;AC;120039;Porto Walter;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);5254788,71;
Município;AC;120001;Acrelândia;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);4678921,4;
Município;AC;120040;Rio Branco;2019;Cota-Parte ICMS;4,17,22,01,01,00;Cota-Parte do ICMS (100%);164194149,95;
Município;AC;120001;Acrelândia;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);883131,1799999999;
Município;AC;120005;Assis Brasil;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);475768,45;
Município;AC;120010;Brasiléia;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);2520687,34;
Município;AC;120013;Bujari;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);335839,42;
Município;AC;120017;Capixaba;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);415280,69;
Município;AC;120020;Cruzeiro do Sul;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);6476462,14;
Município;AC;120025;Epitaciolândia;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);998692,46;
Município;AC;120030;Feijó;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);3303257,47;
Município;AC;120032;Jordão;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);544780,19;
Município;AC;120033;Mâncio Lima;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);665652,32;
Município;AC;120034;Manoel Urbano;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);599544,95;
Município;AC;120035;Marechal Thaumaturgo;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);484382,62;
Município;AC;120038;Plácido de Castro;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);662318,7799999999;
Município;AC;120039;Porto Walter;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);271300,63;
Município;AC;120040;Rio Branco;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);81238488,46;
Município;AC;120042;Rodrigues Alves;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);352345,84;
Município;AC;120043;Santa Rosa do Purus;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);283889,62;
Município;AC;120045;Senador Guiomard;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);840085,26;
Município;AC;120050;Sena Madureira;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);1748803,87;
Município;AC;120060;Tarauacá;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);1704590,65;
Município;AC;120070;Xapuri;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);1148423,2;
Município;AC;120080;Porto Acre;2019;ISS;4,11,13,05,agregado;ISS (principal + multas/juros + dívida ativa);664664,04;
Município;AC;120001;Acrelândia;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;833532,22;
Município;AC;120034;Manoel Urbano;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;1703210,54;
Município;AC;120060;Tarauacá;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;16824935,93;
Município;AC;120013;Bujari;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;8785625,34;
Município;AC;120039;Porto Walter;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;8466897,39;
Município;AC;120020;Cruzeiro do Sul;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;70203907,75;
Município;AC;120042;Rodrigues Alves;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;974625,75;
Município;AC;120020;Cruzeiro do Sul;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;16857393,86;
Município;AC;120040;Rio Branco;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;234915215,11;
Município;AC;120017;Capixaba;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;476194,66;
Município;AC;120017;Capixaba;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;7963759,64;
Município;AC;120040;Rio Branco;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;159468294,24;
Município;AC;120001;Acrelândia;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;9255056,4;
Município;AC;120034;Manoel Urbano;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;8574661,67;
Município;AC;120070;Xapuri;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;3863181,56;
Município;AC;120033;Mâncio Lima;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;10474413,85;
Município;AC;120050;Sena Madureira;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;22072444,26;
Município;AC;120060;Tarauacá;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;6334290,18;
Município;AC;120030;Feijó;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;15025238,32;
Município;AC;120032;Jordão;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;642464,08;
Município;AC;120043;Santa Rosa do Purus;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;7347884,97;
Município;AC;120045;Senador Guiomard;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;2883167,85;
Município;AC;120010;Brasiléia;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;24085219,67;
Município;AC;120013;Bujari;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;1005238,09;
Município;AC;120038;Plácido de Castro;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;15057896,53;
Município;AC;120039;Porto Walter;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;558468,49;
Município;AC;120025;Epitaciolândia;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;14044748,29;
Município;AC;120030;Feijó;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;6567644,83;
Município;AC;120043;Santa Rosa do Purus;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;373007,87;
Município;AC;120025;Epitaciolândia;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;2078643,93;
Município;AC;120042;Rodrigues Alves;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;8233138,26;
Município;AC;120033;Mâncio Lima;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;2365535,29;
Município;AC;120050;Sena Madureira;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;3772723,56;
Município;AC;120032;Jordão;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;7879498,97;
Município;AC;120045;Senador Guiomard;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;19960392,97;
Município;AC;120005;Assis Brasil;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;8128852,26;
Município;AC;120035;Marechal Thaumaturgo;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;9634147,34;
Município;AC;120038;Plácido de Castro;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;1573055,32;
Município;AC;120080;Porto Acre;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;8663810,21;
Município;AC;120010;Brasiléia;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;2589050,18;
Município;AC;120005;Assis Brasil;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;953632,86;
Município;AC;120035;Marechal Thaumaturgo;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;2694464,59;
Município;AC;120070;Xapuri;2024;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;14977937,07;
Município;AC;120080;Porto Acre;2024;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;819109,76;
Município;AC;120010;Brasiléia;2025;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;24091218,85;
Município;AC;120017;Capixaba;2025;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;706805,53;
Município;AC;120042;Rodrigues Alves;2025;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;8527770,58;
Município;AC;120017;Capixaba;2025;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;7963604,08;
Município;AC;120043;Santa Rosa do Purus;2025;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;454343,9;
Município;AC;120020;Cruzeiro do Sul;2025;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;16923306,61;
Município;AC;120043;Santa Rosa do Purus;2025;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;7089120,87;
Município;AC;120045;Senador Guiomard;2025;ISS;11145110;Imposto sobre Serviços de Qualquer Natureza - ISSQN;1603233,72;
Município;AC;120020;Cruzeiro do Sul;2025;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;64974932,3;
Município;AC;120045;Senador Guiomard;2025;Cota-Parte ICMS;17215000;Cota-Parte do ICMS;21294817,97;
